id,Pclass,Sex,Age,Age_wiki,Class,SibSp,Parch,Fare,Cabin,Embarked,Hometown,Boarded,Destination,Lifeboat,WikiId,Survived
394,1,female,23.0,23.0,1.0,1,0,113.275,D36,C,"Lexington, Massachusetts, US",Cherbourg,"Lexington, Massachusetts, US",6,215.0,1.0
395,3,female,24.0,24.0,3.0,0,2,16.7,G6,S,"Motala, Östergötland, Sweden",Southampton,"San Francisco, US",13,1192.0,1.0
396,3,male,22.0,22.0,3.0,0,0,7.7958,,S,"Frostensmåla, Småland, Sweden",Southampton,"St. Paul, Minnesota, US",,896.0,0.0
397,3,female,31.0,31.0,3.0,0,0,7.8542,,S,"Södra Brantevik, Sweden",Southampton,"St. Paul, Minnesota, US",,1096.0,0.0
398,2,male,46.0,46.0,2.0,0,0,26.0,,S,"Guernsey, Channel Islands",Southampton,"Rochester, New York, US",,507.0,0.0
399,2,male,23.0,23.0,2.0,0,0,10.5,,S,"Hamilton, Ontario, Canada",Southampton,"Hamilton, Ontario, Canada",,531.0,0.0
400,2,female,28.0,26.0,2.0,0,0,12.65,,S,"Columbus, Ohio, US",Southampton,"Columbus, Ohio, US",9,578.0,1.0
401,3,male,39.0,39.0,3.0,0,0,7.925,,S,"Kivijärvi, Finland",Southampton,"Boston, Massachusetts, US",9,1074.0,1.0
402,3,male,26.0,26.0,3.0,0,0,8.05,,S,"Bournemouth, Dorset, England",Southampton,"La Porte City, Iowa, US",,618.0,0.0
403,3,female,21.0,21.0,3.0,1,0,9.825,,S,"Paavola, Northern Ostrobothnia, Finland",Southampton,New York City,,916.0,0.0
404,3,male,28.0,28.0,3.0,1,0,15.85,,S,"Helsinki, Finland",Southampton,"Monessen, Pennsylvania, US",,849.0,0.0
405,3,female,20.0,20.0,3.0,0,0,8.6625,,S,"Konjsko Brdo, Croatia",Southampton,"Chicago, Illinois, US",,1102.0,0.0
406,2,male,34.0,33.0,2.0,1,0,21.0,,S,"Harrowbarrow, Cornwall, England",Southampton,"Clear Creek, Colorado, US",,418.0,0.0
407,3,male,51.0,51.0,3.0,0,0,7.75,,S,"Algutsrum, Kalmar, Sweden",Southampton,New York City,,1294.0,0.0
408,2,male,3.0,3.0,2.0,1,1,18.75,,S,"Penzance, Cornwall, England",Southampton,"Akron, Ohio, US",4,554.0,1.0
409,3,male,21.0,21.0,3.0,0,0,7.775,,S,"Bremnes, Norway",Southampton,New York City,,681.0,0.0
410,3,female,,3.0,3.0,3,1,25.4667,,S,"Liévin, Pas-de-Calais, France",Southampton,"Mystic, Iowa, US",,966.0,0.0
411,3,male,,42.0,3.0,0,0,7.8958,,S,"Unknown, Bulgaria",Southampton,"Chicago, Illinois, US",,1200.0,0.0
412,3,male,,27.0,3.0,0,0,6.8583,,Q,"Ballysadare, Sligo, Ireland",Queenstown,"Boston, Massachusetts, US",,861.0,0.0
413,1,female,33.0,33.0,1.0,1,0,90.0,C78,Q,"Fond du Lac, Wisconsin, US",Southampton,"Fond du Lac, Wisconsin, US",14,207.0,1.0
414,2,male,,21.0,2.0,0,0,0.0,,S,"Belfast, Ireland",Belfast,New York City,,390.0,0.0
415,3,male,44.0,44.0,3.0,0,0,7.925,,S,"Munsala, Finland",Southampton,"Cheyenne, Wyoming, US",15,1241.0,1.0
416,3,female,,31.0,3.0,0,0,8.05,,S,"Penarth, Glamorgan, Wales",Southampton,New York City,,1022.0,0.0
417,2,female,34.0,34.0,2.0,1,1,32.5,,S,"Greenport, New York, US",Southampton,"Greenport, New York, US",10,404.0,1.0
418,2,female,18.0,17.0,2.0,0,2,13.0,,S,"Tornio, Finland, Russian Empire[note 6]",Southampton,"Minneapolis, Minnesota, US",16,564.0,1.0
419,2,male,30.0,30.0,2.0,0,0,13.0,,S,"St Austell, Cornwall, England",Southampton,"La Salle, Illinois, US",,503.0,0.0
420,3,female,10.0,10.0,3.0,0,2,24.15,,S,"Kerksken, Belgium",Southampton,"Detroit, Michigan, US",,1276.0,0.0
421,3,male,,,3.0,0,0,7.8958,,C,"Unknown, Bulgaria",Cherbourg,"Butte, Montana, US",,823.0,0.0
422,3,male,21.0,28.0,3.0,0,0,7.7333,,Q,"Ballinalee, Longford, Ireland",Queenstown,New York City,,721.0,0.0
423,3,male,29.0,29.0,3.0,0,0,7.875,,S,"Todtmoos, Germany",Southampton,"Saskatoon, Saskatchewan, Canada",,1314.0,0.0
424,3,female,28.0,28.0,3.0,1,1,14.4,,S,"Göteborg, Västergötland, Sweden",Southampton,"Stanton, Iowa, US",,757.0,0.0
425,3,male,18.0,18.0,3.0,1,1,20.2125,,S,"Suistamo, Finland",Southampton,"Astoria, Oregon, US",,1162.0,0.0
426,3,male,,54.0,3.0,0,0,7.25,,S,"London, England",Southampton,"Quebec City, Quebec, Canada",,1304.0,0.0
427,2,female,28.0,28.0,2.0,1,0,26.0,,S,"Netley Abbey, Hampshire, England",Southampton,"San Francisco, California, US",14,378.0,1.0
428,2,female,19.0,19.0,2.0,0,0,26.0,,S,"Birmingham, Worcester, England",Southampton,"Los Angeles, US",11,540.0,1.0
429,3,male,,28.0,3.0,0,0,7.75,,Q,"Cuilkillew, Mayo, Ireland",Queenstown,New York City,,809.0,0.0
430,3,male,32.0,32.0,3.0,0,0,8.05,E10,S,"Warsaw, Poland",Southampton,"San Francisco, US",9,1135.0,1.0
431,1,male,28.0,28.0,1.0,0,0,26.55,C52,S,"Stockholm, Sweden",Southampton,"Washington, DC, US",D,32.0,1.0
432,3,female,,32.0,3.0,1,0,16.1,,S,"Maidstone, Kent, England",Southampton,"Clinton, New York, US",10,1255.0,1.0
433,2,female,42.0,42.0,2.0,1,0,26.0,,S,"Weston-super-Mare, North Somerset, England",Southampton,New York City,14,496.0,1.0
434,3,male,17.0,17.0,3.0,0,0,7.125,,S,"Kauhajoki, Finland",Southampton,"Sudbury, Ontario, Canada",,917.0,0.0
435,1,male,50.0,50.0,1.0,1,0,55.9,E44,S,"Duluth, Minnesota, US",Cherbourg,"Duluth, Minnesota, US",,258.0,0.0
436,1,female,14.0,13.0,1.0,1,2,120.0,B96 B98,S,"Bryn Mawr, Pennsylvania, US",Southampton,"Bryn Mawr, Pennsylvania, US",4,62.0,1.0
437,3,female,21.0,20.0,3.0,2,2,34.375,,S,"Rotherfield, East Sussex, England",Southampton,"Essex County, New Jersey, US",,815.0,0.0
438,2,female,24.0,23.0,2.0,2,3,18.75,,S,"Penzance, Cornwall, England",Southampton,"Akron, Ohio, US",4,553.0,1.0
439,1,male,64.0,64.0,1.0,1,4,263.0,C23 C25 C27,S,"Winnipeg, Manitoba, Canada",Southampton,"Winnipeg, Manitoba, Canada",,113.0,0.0
440,2,male,31.0,31.0,2.0,0,0,10.5,,S,"Trollhättan, Västergötland, Sweden",Southampton,"Arlington, Virginia, US",,481.0,0.0
441,2,female,45.0,48.0,2.0,1,1,26.25,,S,"Ilford, Essex, England",Southampton,"Winnipeg, Manitoba, Canada",14,439.0,1.0
442,3,male,20.0,19.0,3.0,0,0,9.5,,S,"Westrozebeke, Belgium",Southampton,"Detroit, Michigan, US",,851.0,0.0
443,3,male,25.0,25.0,3.0,1,0,7.775,,S,"Västermo, Södermanland, Sweden",Southampton,"Chicago, Illinois, US",,1134.0,0.0
444,2,female,28.0,28.0,2.0,0,0,13.0,,S,"Marbella, Spain",Southampton,New York City,9,551.0,1.0
445,3,male,,29.0,3.0,0,0,8.1125,,S,"Avaldsnes, Stavanger, Norway",Southampton,New York City,13,894.0,1.0
446,1,male,4.0,4.0,1.0,0,2,81.8583,A34,S,"San Francisco, California, US",Southampton,"San Francisco, California, US",5,99.0,1.0
447,2,female,13.0,13.0,2.0,0,1,19.5,,S,"Wimbledon, London, England",Southampton,"Bennington, Vermont, US",14,509.0,1.0
448,1,male,34.0,34.0,1.0,0,0,26.55,,S,"New York, New York, US",Southampton,"New York, New York, US",7,256.0,1.0
449,3,female,5.0,5.0,3.0,2,1,19.2583,,C,"Ḑuhūr ash Shuwayr, Lebanon",Cherbourg,"Brooklyn, New York, US",C,670.0,1.0
450,1,male,52.0,52.0,1.0,0,0,30.5,C104,S,"Toronto, Ontario, Canada",Southampton,"Toronto, Ontario, Canada",6,230.0,1.0
451,2,male,36.0,36.0,2.0,1,2,27.75,,S,"Bournemouth, Dorset, England",Southampton,"Gainesville, Florida, US",,596.0,0.0
452,3,male,,28.0,3.0,1,0,19.9667,,S,"Skaare, Haugesund, Norway",Southampton,"Belmar, New Jersey, US",,847.0,0.0
453,1,male,30.0,30.0,1.0,0,0,27.75,C111,C,"New York, New York, US",Southampton,"New York, New York, US",,112.0,0.0
454,1,male,49.0,47.0,1.0,1,0,89.1042,C92,C,"Paris, France",Cherbourg,"New York, New York, US",5,131.0,1.0
455,3,male,,24.0,3.0,0,0,8.05,,S,"London, England",Southampton,New York City,,1123.0,0.0
456,3,male,29.0,29.0,3.0,0,0,7.8958,,C,"Topolovac, Croatia",Cherbourg,"Galesburg, Illinois, US",15,886.0,1.0
457,1,male,65.0,65.0,1.0,0,0,26.55,E38,S,"East Bridgewater, Massachusetts, US",Cherbourg,"East Bridgewater, Massachusetts, US",,204.0,0.0
458,1,female,,31.0,1.0,1,0,51.8625,D21,S,"Pittsburgh, Pennsylvania, US",Southampton,"Pittsburgh, Pennsylvania, US",8,177.0,1.0
459,2,female,50.0,48.0,2.0,0,0,10.5,,S,"Indianapolis, Indiana, US",Southampton,"Indianapolis, Indiana, US",9,576.0,1.0
460,3,male,,16.0,3.0,0,0,7.75,,Q,"Boherbue, Cork, Ireland",Queenstown,New York City,,1083.0,0.0
461,1,male,48.0,47.0,1.0,0,0,26.55,E12,S,"New York, New York, US",Southampton,"New York, New York, US",3,10.0,1.0
462,3,male,34.0,34.0,3.0,0,0,8.05,,S,"Petworth, West Sussex, England",Southampton,New York City,,1039.0,0.0
463,1,male,47.0,47.0,1.0,0,0,38.5,E63,S,"St Annes-on-Sea, Lancashire, England, UK",Southampton,"Mexico City, Mexico",,128.0,0.0
464,2,male,48.0,48.0,2.0,0,0,13.0,,S,"Odense, Denmark",Southampton,"Oregon, Wisconsin, US",,512.0,0.0
465,3,male,,34.0,3.0,0,0,8.05,,S,"London, England",Southampton,New York City,,996.0,0.0
466,3,male,38.0,37.0,3.0,0,0,7.05,,S,"Calheta, Madeira, Portugal",Southampton,New York City,,802.0,0.0
467,2,male,,21.0,2.0,0,0,0.0,,S,"Belfast, Ireland",Belfast,New York City,,368.0,0.0
468,1,male,56.0,56.0,1.0,0,0,26.55,,S,"Kildale, North Yorkshire, England, UK",Southampton,"New York, New York, US",,262.0,0.0
469,3,male,,22.0,3.0,0,0,7.725,,Q,"Rathkeale, Limerick, Ireland",Queenstown,New York City,,1198.0,0.0
470,3,female,0.75,0.75,3.0,2,1,19.2583,,C,"Ḑuhūr ash Shuwayr, Lebanon",Cherbourg,"Brooklyn, New York, US",C,672.0,1.0
471,3,male,,39.0,3.0,0,0,7.25,,S,"Rahway, New Jersey, US",Southampton,"Rahway, New Jersey, US",A,927.0,0.0
472,3,male,38.0,38.0,3.0,0,0,8.6625,,S,"Široka Kula, Croatia",Southampton,"Chicago, Illinois, US",,705.0,0.0
473,2,female,33.0,33.0,2.0,1,2,27.75,,S,"Bournemouth, Dorset, England",Southampton,"Gainesville, Florida, US",10,597.0,1.0
474,2,female,23.0,23.0,2.0,0,0,13.7917,D,C,New York City,Southampton,New York City,11,471.0,1.0
475,3,female,22.0,22.0,3.0,0,0,9.8375,,S,"Turku, Finland",Southampton,New York City,,1235.0,0.0
476,1,male,,40.0,1.0,0,0,52.0,A14,S,"Stoughton, Massachusetts, US",Southampton,"Stoughton, Massachusetts",,79.0,0.0
477,2,male,34.0,33.0,2.0,1,0,21.0,,S,"Elizabeth, New Jersey, US",Southampton,"Elizabeth, New Jersey, US",,549.0,0.0
478,3,male,29.0,29.0,3.0,1,0,7.0458,,S,"Bridgerule, Devon, England",Southampton,"Qu'Appelle Valley, Saskatchewan, Canada",,690.0,0.0
479,3,male,22.0,22.0,3.0,0,0,7.5208,,S,"Örebro, Sweden",Southampton,"Palmer, Massachusetts, US",,922.0,0.0
480,3,female,2.0,2.0,3.0,0,1,12.2875,,S,"Taalintehdas, Finland",Southampton,"Monessen, Pennsylvania, US",15,872.0,1.0
481,3,male,9.0,10.0,3.0,5,2,46.9,,S,"Fulham, England",Southampton,"Niagara Falls, New York, US",,837.0,0.0
482,2,male,,37.0,2.0,0,0,0.0,,S,"Belfast, Northern Ireland, UK",Belfast,New York City,,414.0,0.0
483,3,male,50.0,50.0,3.0,0,0,8.05,,S,"Sittingbourne, Kent, England",Southampton,"Cleveland, Ohio, US",,1165.0,0.0
484,3,female,63.0,63.0,3.0,0,0,9.5875,,S,"Jalasjärvi, Southern Ostrobothnia, Finland",Southampton,"Hibbing, Minnesota, US",15,1268.0,1.0
485,1,male,25.0,25.0,1.0,1,0,91.0792,B49,C,"Dowagiac, Michigan, US",Cherbourg,"Dowagiac, Michigan, US",7,30.0,1.0
486,3,female,,8.0,3.0,3,1,25.4667,,S,"Liévin, Pas-de-Calais, France",Southampton,"Mystic, Iowa, US",,964.0,0.0
487,1,female,35.0,31.0,1.0,1,0,90.0,C93,S,"New York, New York, US",Southampton,"Stamford, Connecticut, US",D,167.0,1.0
488,1,male,58.0,58.0,1.0,0,0,29.7,B37,C,"Buffalo, New York, US",Cherbourg,"Buffalo, New York, US",,175.0,0.0
489,3,male,30.0,30.0,3.0,0,0,8.05,,S,"Greatfield, Cheltenham, England",Southampton,"Canastota, New York, US",,1226.0,0.0
490,3,male,9.0,3.0,3.0,1,1,15.9,,S,"London, England",Southampton,"Brooklyn, New York, US",2,744.0,1.0
491,3,male,,19.0,3.0,1,0,19.9667,,S,"Skaare, Haugesund, Norway",Southampton,"Belmar, New Jersey, US",,848.0,0.0
492,3,male,21.0,21.0,3.0,0,0,7.25,,S,"Cape Town, South Africa",Southampton,New York City,,1302.0,0.0
493,1,male,55.0,55.0,1.0,0,0,30.5,C30,S,"Montreal, Quebec, Canada",Southampton,"Montreal, Quebec, Canada",,209.0,0.0
494,1,male,71.0,71.0,1.0,0,0,49.5042,,C,"Buenos Aires, Argentina",Cherbourg,"New York, New York, US",,14.0,0.0
495,3,male,21.0,21.0,3.0,0,0,8.05,,S,"Swanage, England",Southampton,"Cleveland, Ohio, US",,1232.0,0.0
496,3,male,,26.0,3.0,0,0,14.4583,,C,"Hardîne, Lebanon",Cherbourg,"Youngstown, Ohio, US",,1309.0,0.0
497,1,female,54.0,54.0,1.0,1,0,78.2667,D20,C,"Brookline, Massachusetts, US",Cherbourg,"Brookline, Massachusetts, US",4,108.0,1.0
498,3,male,,55.0,3.0,0,0,15.1,,S,"Bristol, Avon, England",Southampton,"Troy, New York, US",,1204.0,0.0
499,1,female,25.0,25.0,1.0,1,2,151.55,C22 C26,S,"Montreal, Quebec, Canada",Southampton,"Montreal, Quebec, Canada",,5.0,0.0
500,3,male,24.0,24.0,3.0,0,0,7.7958,,S,"Björkeberga, Skåne, Sweden",Southampton,New York City,,1245.0,0.0
501,3,male,17.0,17.0,3.0,0,0,8.6625,,S,"Brezik, Croatia",Southampton,"Sault Ste. Marie, Michigan, US",,709.0,0.0
502,3,female,21.0,22.0,3.0,0,0,7.75,,Q,"Tonacrick, Clare, Ireland",Queenstown,"Philadelphia, Pennsylvania, US",,710.0,0.0
503,3,female,,21.0,3.0,0,0,7.6292,,Q,"Glenduff, Kerry, Ireland",Queenstown,New York City,,1089.0,0.0
504,3,female,37.0,37.0,3.0,0,0,9.5875,,S,"Helsinki, Finland",Southampton,New York City,,950.0,0.0
505,1,female,16.0,20.0,1.0,0,0,86.5,B79,S,"Vancouver, British Columbia, Canada",Southampton,"Vancouver, British Columbia, Canada",8,184.0,1.0
506,1,male,18.0,24.0,1.0,1,0,108.9,C65,C,"Madrid, Spain",Cherbourg,"New York, New York, US",,227.0,0.0
507,2,female,33.0,33.0,2.0,0,2,26.0,,S,"Plymouth, Devon, England",Southampton,"Detroit, Michigan, US",11,545.0,1.0
508,1,male,,37.0,1.0,0,0,26.55,,S,"Los Angeles, California, US",Southampton,"Los Angeles, California, US",9,41.0,1.0
509,3,male,28.0,28.0,3.0,0,0,22.525,,S,"Bergen, Norway",Southampton,New York City,,1092.0,0.0
510,3,male,26.0,26.0,3.0,0,0,56.4958,,S,"Hong Kong, China",Southampton,New York City,14,956.0,1.0
511,3,male,29.0,29.0,3.0,0,0,7.75,,Q,"Athlone, Westmeath, Ireland",Queenstown,New York City,B,755.0,1.0
512,3,male,,66.0,3.0,0,0,8.05,,S,"San Francisco, US",Southampton,"San Francisco, US",,1292.0,0.0
513,1,male,36.0,35.0,1.0,0,0,26.2875,E25,S,"Philadelphia, Pennsylvania, US",Southampton,"Philadelphia, Pennsylvania, US",7,201.0,1.0
514,1,female,54.0,54.0,1.0,1,0,59.4,,C,"New York, New York, US",Cherbourg,"New York, New York, US",6,244.0,1.0
515,3,male,24.0,24.0,3.0,0,0,7.4958,,S,"Debnevo, Troyan, Bulgaria",Southampton,"Chicago, Illinois, US",,729.0,0.0
516,1,male,47.0,48.0,1.0,0,0,34.0208,D46,S,"East Orange, New Jersey, US",Southampton,"East Orange, New Jersey, US",,304.0,0.0
517,2,female,34.0,34.0,2.0,0,0,10.5,F33,S,"Chicago, Illinois, US",Southampton,"Chicago, Illinois, US",14,491.0,1.0
518,3,male,,29.0,3.0,0,0,24.15,,Q,"Askeaton, Limerick, Ireland",Queenstown,"Bronx, New York, US",,1168.0,0.0
519,2,female,36.0,36.0,2.0,1,0,26.0,,S,"Warwick, Warwickshire, England",Southampton,New York City,11,332.0,1.0
520,3,male,32.0,32.0,3.0,0,0,7.8958,,S,"Vagovina, Croatia",Southampton,"Harrisburg, Pennsylvania, US",,1117.0,0.0
521,1,female,30.0,33.0,1.0,0,0,93.5,B73,S,"Montreal, Quebec, Canada",Southampton,"Montreal, Quebec, Canada",3,155.0,1.0
522,3,male,22.0,21.0,3.0,0,0,7.8958,,S,"Jesenice, Slovenia",Southampton,"St. Joseph, Minnesota, US",,1287.0,0.0
523,3,male,,30.0,3.0,0,0,7.225,,C,"Zgharta, Lebanon",Cherbourg,"Waterbury, Connecticut, US",,949.0,0.0
524,1,female,44.0,44.0,1.0,0,1,57.9792,B18,C,"Chicago, Illinois, US",Cherbourg,"Chicago, Illinois, US",4,160.0,1.0
525,3,male,,18.0,3.0,0,0,7.2292,,C,"Shana, Lebanon",Cherbourg,New York City,,612.0,0.0
526,3,male,40.5,25.0,3.0,0,0,7.75,,Q,"Killoe, Longford, Ireland",Queenstown,New York City,,805.0,0.0
527,2,female,50.0,50.0,2.0,0,0,10.5,,S,"London, England",Southampton,"Marietta, Ohio, US",13,557.0,1.0
528,1,male,,57.0,1.0,0,0,221.7792,C95,S,"New York, New York, US",Southampton,"New York, New York, US",,286.0,0.0
529,3,male,39.0,39.0,3.0,0,0,7.925,,S,"Aberdeen, Washington, US",Southampton,"Aberdeen, Washington, US",,1187.0,0.0
530,2,male,23.0,23.0,2.0,2,1,11.5,,S,"Akron, Ohio, US",Southampton,"Akron, Ohio, US",,452.0,0.0
531,2,female,2.0,2.0,2.0,1,1,26.0,,S,"Plymouth, Devon, England",Southampton,"Detroit, Michigan, US",11,547.0,1.0
532,3,male,,17.0,3.0,0,0,7.2292,,C,"Hardîne, Lebanon",Cherbourg,New York City,,1059.0,0.0
533,3,male,17.0,15.0,3.0,1,1,7.2292,,C,"Kafr Mishki, Lebanon",Cherbourg,"Ottawa, Ontario, Canada",,798.0,0.0
534,3,female,,24.0,3.0,0,2,22.3583,,C,"Sar'al, Syria",Cherbourg,"Detroit, Michigan, US",C,701.0,1.0
535,3,female,30.0,30.0,3.0,0,0,8.6625,,S,"Široka Kula, Croatia",Southampton,"Chicago, Illinois, US",,706.0,0.0
536,2,female,7.0,7.0,2.0,0,2,26.25,,S,"Ilford, Essex, England",Southampton,"Winnipeg, Manitoba, Canada",14,440.0,1.0
537,1,male,45.0,46.0,1.0,0,0,26.55,B38,S,"Washington, DC, US",Southampton,"Washington, DC, US",,47.0,0.0
538,1,female,30.0,27.0,1.0,0,0,106.425,,C,"Minneapolis, Minnesota, US",Cherbourg,"Minneapolis, Minnesota, US",2,102.0,1.0
539,3,male,,69.0,3.0,0,0,14.5,,S,"Deal, Kent, England",Southampton,"Groesbeck, Texas, US",,1155.0,0.0
540,1,female,22.0,22.0,1.0,0,2,49.5,B39,C,"Zürich, Switzerland",Cherbourg,"New York, New York, US",5,125.0,1.0
541,1,female,36.0,39.0,1.0,0,2,71.0,B22,S,"Milwaukee, Wisconsin, US",Southampton,"Milwaukee, Wisconsin, US",7,88.0,1.0
542,3,female,9.0,9.0,3.0,4,2,31.275,,S,"Kisa, Östergötland, Sweden",Southampton,"Winnipeg, Manitoba, Canada",,635.0,0.0
543,3,female,11.0,11.0,3.0,4,2,31.275,,S,"Kisa, Östergötland, Sweden",Southampton,"Winnipeg, Manitoba, Canada",,634.0,0.0
544,2,male,32.0,32.0,2.0,1,0,26.0,,S,New York City,Southampton,New York City,13,339.0,1.0
545,1,male,50.0,50.0,1.0,1,0,106.425,C86,C,"Minneapolis, Minnesota, US",Cherbourg,"Minneapolis, Minnesota, US",,100.0,0.0
546,1,male,64.0,64.0,1.0,0,0,26.0,,S,"Shanklin, Isle of Wight, England, UK",Southampton,"New York, New York, US",,217.0,0.0
547,2,female,19.0,19.0,2.0,1,0,26.0,,S,"Norwich, Norfolk, England",Southampton,New York City,13,340.0,1.0
548,2,male,,26.0,2.0,0,0,13.8625,,C,"Barcelona, Catalonia, Spain",Cherbourg,"Havana, Cuba",9,530.0,1.0
549,3,male,33.0,33.0,3.0,1,1,20.525,,S,"Strood, Kent, England",Southampton,"Detroit, Michigan, US",,827.0,0.0
550,2,male,8.0,8.0,2.0,1,1,36.75,,S,"St. Ives, Cornwall, England, UK",Southampton,"Houghton, Michigan, US",14,393.0,1.0
551,1,male,17.0,17.0,1.0,0,2,110.8833,C70,C,"Haverford, Pennsylvania, US",Cherbourg,"Haverford, Pennsylvania, US",B,299.0,1.0
552,2,male,27.0,27.0,2.0,0,0,26.0,,S,"London, England, UK",Southampton,New York City,,562.0,0.0
553,3,male,,21.0,3.0,0,0,7.8292,,Q,"Drimoleague, Cork, Ireland",Queenstown,New York City,,1081.0,0.0
554,3,male,22.0,22.0,3.0,0,0,7.225,,C,"Toula, Lebanon",Cherbourg,"Dayton, Ohio, US",6,629.0,1.0
555,3,female,22.0,22.0,3.0,0,0,7.775,,S,"Mariestad, Västergötland, Sweden",Southampton,"Chicago, Illinois, US",C,1091.0,1.0
556,1,male,62.0,62.0,1.0,0,0,26.55,,S,"Halifax, Nova Scotia, Canada",Southampton,"Halifax, Nova Scotia, Canada",,325.0,0.0
557,1,female,48.0,48.0,1.0,1,0,39.6,A16,C,"London, England, UK",Cherbourg,"New York, New York, US",1,105.0,1.0
558,1,male,,,,0,0,227.525,,C,,,,,,0.0
559,1,female,39.0,39.0,1.0,1,1,79.65,E67,S,"New York, New York, US",Southampton,"New York, New York, US",8,292.0,1.0
560,3,female,36.0,36.0,3.0,1,0,17.4,,S,"Tampico, Montana, US",Southampton,"Tampico, Montana, US",13,767.0,1.0
561,3,male,,30.0,3.0,0,0,7.75,,Q,"Rathfriland, Down, Ireland",Queenstown,"Gleichen, Alberta, Canada",,1040.0,0.0
562,3,male,40.0,40.0,3.0,0,0,7.8958,,S,"Bosanska Krupa, Bosnia",Southampton,"Harrisburg, Pennsylvania, US",,1211.0,0.0
563,2,male,28.0,28.0,2.0,0,0,13.5,,S,"Glasgow, Scotland",Southampton,"Houghton, Michigan, US",,526.0,0.0
564,3,male,,39.0,3.0,0,0,8.05,,S,"Leigh, Kent, England",Southampton,New York City,,1208.0,0.0
565,3,female,,63.0,3.0,0,0,8.05,,S,"Eastbourne, East Sussex, England",Southampton,New York City,,1020.0,0.0
566,3,male,24.0,24.0,3.0,2,0,24.15,,S,"West Bromwich, Staffordshire, England",Southampton,"Pontiac, Michigan, US",,762.0,0.0
567,3,male,19.0,19.0,3.0,0,0,7.8958,,S,"Gumostnik, Lovec, Bulgaria",Southampton,"Chicago, Illinois, US",,1234.0,0.0
568,3,female,29.0,29.0,3.0,0,4,21.075,,S,"Bjuv, Skåne, Sweden",Southampton,"Chicago, Illinois, US",,1104.0,0.0
569,3,male,,28.0,3.0,0,0,7.2292,,C,"Beirut, Lebanon",Cherbourg,"Youngstown, Ohio, US",,750.0,0.0
570,3,male,32.0,32.0,3.0,0,0,7.8542,,S,"Kalfsnäs, Småland, Sweden",Southampton,"Huntley, Illinois, US",15,912.0,1.0
571,2,male,62.0,62.0,2.0,0,0,10.5,,S,"London, England",Southampton,New York City,15,436.0,1.0
572,1,female,53.0,53.0,1.0,2,0,51.4792,C101,S,"New York, New York, US",Southampton,"New York, New York, US",2,13.0,1.0
573,1,male,36.0,36.0,1.0,0,0,26.3875,E25,S,"Brooklyn, New York, US",Southampton,"Brooklyn, New York, US",5,111.0,1.0
574,3,female,,22.0,3.0,0,0,7.75,,Q,"Castlepollard, Westmeath, Ireland",Queenstown,New York City,D,931.0,1.0
575,3,male,16.0,16.0,3.0,0,0,8.05,,S,"Strood, Kent, England",Southampton,"Detroit, Michigan, US",,1166.0,0.0
576,3,male,19.0,19.0,3.0,0,0,14.5,,S,"Wollaston, Northamptonshire, England",Southampton,"Kitchener, Ontario, Canada",,1116.0,0.0
577,2,female,34.0,34.0,2.0,0,0,13.0,,S,"Liverpool, Merseyside, England",Southampton,"Brooklyn, New York, US",12,419.0,1.0
578,1,female,39.0,39.0,1.0,1,0,55.9,E44,S,"Duluth, Minnesota, US",Cherbourg,"Duluth, Minnesota, US",11,259.0,1.0
579,3,female,,18.0,3.0,1,0,14.4583,,C,"Kfar Mechi, Syria",Cherbourg,"Ottawa, Ontario, Canada",,714.0,0.0
580,3,male,32.0,32.0,3.0,0,0,7.925,,S,"Elimäki, Finland",Southampton,"Monessen, Pennsylvania, US",15,914.0,1.0
581,2,female,25.0,25.0,2.0,1,1,30.0,,S,"London, England, UK",Southampton,"Montreal, Quebec, Canada",12,376.0,1.0
582,1,female,39.0,39.0,1.0,1,1,110.8833,C68,C,"Haverford, Pennsylvania, US",Cherbourg,"Haverford, Pennsylvania, US",4,297.0,1.0
583,2,male,54.0,55.0,2.0,0,0,26.0,,S,"Rochester, New York, US",Southampton,"Rochester, New York, US",,402.0,0.0
584,1,male,36.0,36.0,1.0,0,0,40.125,A10,C,"Winnipeg, Manitoba, Canada",Southampton,"Winnipeg, Manitoba, Canada",,242.0,0.0
585,3,male,,16.0,3.0,0,0,8.7125,,C,"Unknown, Unknown",Cherbourg,New York City,,1139.0,0.0
586,1,female,18.0,18.0,1.0,0,2,79.65,E68,S,"New York, New York, US",Southampton,"New York, New York, US",8,293.0,1.0
587,2,male,47.0,47.0,2.0,0,0,15.0,,S,"Stoneygate, Leicestershire, England",Southampton,New York City,,467.0,0.0
588,1,male,60.0,60.0,1.0,1,1,79.2,B41,C,"Zürich, Switzerland",Cherbourg,"New York, New York, US",5,123.0,1.0
589,3,male,22.0,22.0,3.0,0,0,8.05,,S,"Abercynon, Glamorgan, Wales",Southampton,"Chicago, Illinois, US",,824.0,0.0
590,3,male,,22.0,3.0,0,0,8.05,,S,"London, England",Southampton,New York City,,1049.0,0.0
591,3,male,35.0,35.0,3.0,0,0,7.125,,S,"Kyyny, Finland",Southampton,"Sudbury, Ontario, Canada",,1153.0,0.0
592,1,female,52.0,52.0,1.0,1,0,78.2667,D20,C,"Paris, France",Cherbourg,"Haverford, Pennsylvania, US",4,281.0,1.0
593,3,male,47.0,47.0,3.0,0,0,7.25,,S,"Taunton, Somerset, England",Southampton,"Gurnee, Illinois, US",,800.0,0.0
